id,uploadSum,0to1,1to2,2to3,3to4,4to5,5to6,6to7,7to8,8to9,9to10,10to11,11to12,12to13,13to14,14to15,15to16,16to17,17to18,18to19,19to20,20to21,21to22,22to23,23to24,0to1rate,1to2rate,2to3rate,3to4rate,4to5rate,5to6rate,6to7rate,7to8rate,8to9rate,9to10rate,10to11rate,11to12rate,12to13rate,13to14rate,14to15rate,15to16rate,16to17rate,17to18rate,18to19rate,19to20rate,20to21rate,21to22rate,22to23rate,23to24rate,dayRate,afternoonRate,nightRate,deepRate,timeType,caseNumFinish,avgUploadNum,avgScore,avgScoreIgnoreUndo,avgTimeSpan,uploadSumOfType0,avgUploadNumOfType0,avgUploadNumIgnoreUndoOfType0,avgScoreOfType0,avgScoreIgnoreUndoOfType0,uploadSumOfType1,avgUploadNumOfType1,avgUploadNumIgnoreUndoOfType1,avgScoreOfType1,avgScoreIgnoreUndoOfType1,uploadSumOfType2,avgUploadNumOfType2,avgUploadNumIgnoreUndoOfType2,avgScoreOfType2,avgScoreIgnoreUndoOfType2,uploadSumOfType3,avgUploadNumOfType3,avgUploadNumIgnoreUndoOfType3,avgScoreOfType3,avgScoreIgnoreUndoOfType3,uploadSumOfType4,avgUploadNumOfType4,avgUploadNumIgnoreUndoOfType4,avgScoreOfType4,avgScoreIgnoreUndoOfType4,uploadSumOfType5,avgUploadNumOfType5,avgUploadNumIgnoreUndoOfType5,avgScoreOfType5,avgScoreIgnoreUndoOfType5,uploadSumOfType6,avgUploadNumOfType6,avgUploadNumIgnoreUndoOfType6,avgScoreOfType6,avgScoreIgnoreUndoOfType6,uploadSumOfType7,avgUploadNumOfType7,avgUploadNumIgnoreUndoOfType7,avgScoreOfType7,avgScoreIgnoreUndoOfType7,finishRateOfType0,finishRateOfType1,finishRateOfType2,finishRateOfType3,finishRateOfType4,finishRateOfType5,finishRateOfType6,finishRateOfType7,userAbility,userAbilityOfType0,userAbilityOfType1,userAbilityOfType2,userAbilityOfType3,userAbilityOfType4,userAbilityOfType5,userAbilityOfType6,userAbilityOfType7
133,517,0,5,8,0,0,0,0,0,0,3,41,52,79,21,59,35,17,69,46,23,27,20,8,4,0.0,0.009671179883945842,0.015473887814313346,0.0,0.0,0.0,0.0,0.0,0.0,0.005802707930367505,0.07930367504835589,0.10058027079303676,0.1528046421663443,0.04061895551257253,0.11411992263056092,0.06769825918762089,0.032882011605415866,0.13346228239845262,0.08897485493230174,0.04448742746615087,0.052224371373307536,0.03868471953578337,0.015473887814313346,0.007736943907156673,0.18568665377176014,0.5415860735009671,0.2475822050290136,0.025145067698259187,1,133,3.8872180451127814,62.975,94.69924812030077,404.2725563909776,3,0.21428571428571427,1.5,14.285714285714285,100.0,16,0.7272727272727273,8.0,9.090909090909092,100.0,6,0.42857142857142855,3.0,7.142857142857142,50.0,97,3.2333333333333334,4.041666666666667,73.66666666666667,92.08333333333331,51,1.5454545454545454,2.833333333333333,53.33333333333334,97.77777777777777,75,4.166666666666667,4.6875,82.77777777777777,93.125,101,3.3666666666666667,3.7407407407407414,86.66666666666669,96.29629629629628,200,3.703703703703704,4.081632653061225,86.75925925925924,95.6122448979592,0.14285714285714285,0.09090909090909093,0.14285714285714285,0.8,0.5454545454545454,0.8888888888888888,0.9,0.9074074074074074,47.44429487819875,10.92676052535715,7.824700465059297,12.03327278098129,70.52782611980906,46.15641736932036,79.06260724587503,76.83683120135234,76.18594331783542
134,554,0,0,0,0,0,0,0,0,10,50,54,66,4,16,40,65,19,24,16,14,33,91,35,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018050541516245487,0.09025270758122744,0.09747292418772564,0.11913357400722023,0.007220216606498195,0.02888086642599278,0.07220216606498195,0.11732851985559567,0.034296028880866435,0.04332129963898917,0.02888086642599278,0.02527075812274368,0.059566787003610115,0.16425992779783394,0.0631768953068592,0.030685920577617324,0.3249097472924188,0.30324909747292417,0.37184115523465705,0.0,2,200,2.77,100.0,100.0,1720.7951666666668,64,4.571428571428571,4.571428571428571,100.0,100.0,72,3.1304347826086962,3.1304347826086962,100.0,100.0,50,3.333333333333333,3.333333333333333,100.0,100.0,131,4.225806451612904,4.225806451612904,100.0,100.0,69,1.9714285714285715,1.9714285714285715,100.0,100.0,76,3.8,3.8,100.0,100.0,80,2.6666666666666665,2.6666666666666665,100.0,100.0,105,1.981132075471698,1.981132075471698,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,88.99331444719022,84.45076708321007,86.1821101248865,96.52594505843837,92.27574598151243,84.99007890645674,94.06842279896709,86.22403108601468,87.2294145380359
135,39,1,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,1,7,2,9,8,5,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05128205128205128,0.05128205128205128,0.05128205128205128,0.0,0.0,0.0,0.0,0.02564102564102564,0.1794871794871795,0.05128205128205128,0.2307692307692308,0.20512820512820512,0.1282051282051282,0.05128205128205128,0.10256410256410256,0.8205128205128205,0.02564102564102564,2,28,1.3928571428571428,14.070351758793972,100.0,1.6321428571428571,15,0.625,1.5,41.66666666666666,100.0,24,0.8,1.3333333333333333,60.0,100.0,1,0.06666666666666668,1.0,6.666666666666668,100.0,0,0.0,-0.0,0.0,-0.0,0,0.0,-0.0,0.0,-0.0,0,0.0,-0.0,0.0,-0.0,2,0.06896551724137931,1.0,6.896551724137932,100.0,0,0.0,-0.0,0.0,-0.0,0.4166666666666667,0.6,0.06666666666666668,0.0,0.0,0.0,0.06896551724137931,0.0,11.651360737315965,33.6509436617895,48.46065362513616,5.655009368853838,0.0,0.0,0.0,5.444279242748223,0.0
136,217,0,0,0,0,0,0,0,6,14,22,22,14,9,2,5,8,4,13,11,40,18,16,11,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027649769585253458,0.06451612903225806,0.10138248847926268,0.10138248847926268,0.06451612903225806,0.04147465437788018,0.009216589861751152,0.02304147465437788,0.036866359447004615,0.018433179723502304,0.059907834101382486,0.05069124423963134,0.18433179723502305,0.08294930875576037,0.07373271889400923,0.05069124423963134,0.009216589861751152,0.3594470046082949,0.1889400921658986,0.4516129032258065,0.0,2,169,1.2840236686390532,84.125,99.55621301775149,22.86193293885601,13,0.9285714285714286,1.0833333333333333,85.71428571428571,100.0,19,0.8636363636363636,1.0555555555555556,81.81818181818181,100.0,6,0.42857142857142855,1.2,35.714285714285715,100.0,21,0.7,1.05,66.66666666666667,100.0,41,1.2424242424242424,1.4137931034482758,87.87878787878788,100.0,14,0.7777777777777778,1.0,77.77777777777777,100.0,55,1.8333333333333333,1.8333333333333333,100.0,100.0,63,1.1666666666666667,1.1666666666666667,98.61111111111113,98.61111111111113,0.8571428571428571,0.8181818181818182,0.35714285714285715,0.6666666666666666,0.8787878787878788,0.7777777777777778,1.0,1.0,68.81654927656653,71.58982805985588,70.05874375939648,33.90525958816027,59.57618921768874,74.79982847611957,70.09038212503715,86.70577003044932,83.8063929558249
137,273,0,0,0,0,0,0,0,0,0,26,30,35,7,6,11,26,29,19,11,23,28,12,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,0.10989010989010987,0.1282051282051282,0.02564102564102564,0.02197802197802198,0.040293040293040296,0.09523809523809523,0.10622710622710622,0.0695970695970696,0.040293040293040296,0.08424908424908427,0.10256410256410256,0.04395604395604396,0.01831501831501832,0.01831501831501832,0.3333333333333333,0.3589743589743589,0.30769230769230765,0.0,1,199,1.371859296482412,99.5,100.0,401.52462311557787,36,2.25,2.25,100.0,100.0,40,1.818181818181818,1.818181818181818,100.0,100.0,32,1.5238095238095235,1.5238095238095235,100.0,100.0,34,1.1333333333333333,1.1724137931034482,96.66666666666669,100.0,44,1.2571428571428571,1.2571428571428571,100.0,100.0,28,1.4736842105263157,1.4736842105263157,100.0,100.0,42,1.2727272727272727,1.2727272727272727,100.0,100.0,59,1.2291666666666667,1.2291666666666667,100.0,100.0,1.0,1.0,1.0,0.9666666666666668,1.0,1.0,1.0,1.0,87.7991387060303,85.01853834442613,85.78988395121581,100.0,91.28742706705525,79.47391474223245,97.13050362649217,82.00934285641185,81.68349906040876
138,602,0,0,0,0,0,0,0,0,0,1,15,25,1,1,8,10,30,43,64,135,86,78,64,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016611295681063125,0.024916943521594685,0.041528239202657816,0.0016611295681063125,0.0016611295681063125,0.0132890365448505,0.016611295681063124,0.04983388704318937,0.07142857142857142,0.106312292358804,0.22425249169435216,0.14285714285714285,0.12956810631229235,0.106312292358804,0.0681063122923588,0.0681063122923588,0.15448504983388706,0.7774086378737541,0.0,2,199,3.0251256281407035,97.73335,98.22447236180905,1652.0565326633166,26,1.8571428571428568,1.8571428571428568,100.0,100.0,38,1.7272727272727273,1.7272727272727273,100.0,100.0,43,3.071428571428572,3.071428571428572,96.42857142857143,96.42857142857143,161,5.366666666666666,5.366666666666666,92.889,92.889,95,2.878787878787879,2.878787878787879,97.57575757575758,97.57575757575758,85,4.722222222222221,4.722222222222221,100.0,100.0,72,2.4,2.4827586206896552,96.66666666666669,100.0,112,2.074074074074074,2.074074074074074,99.8148148148148,99.8148148148148,1.0,1.0,1.0,1.0,1.0,1.0,0.9666666666666668,1.0,88.12523710377423,84.74408046037888,85.88858958115078,98.502007321655,91.0869036610965,84.86259831341438,92.1515128031624,83.2495152491246,84.51668944021134
140,215,4,0,0,0,0,0,0,0,0,0,5,18,18,12,16,21,25,26,15,9,9,12,15,10,0.018604651162790697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02325581395348837,0.08372093023255814,0.08372093023255814,0.055813953488372085,0.07441860465116279,0.09767441860465116,0.11627906976744184,0.12093023255813952,0.06976744186046513,0.04186046511627907,0.04186046511627907,0.055813953488372085,0.06976744186046513,0.04651162790697674,0.10697674418604652,0.5488372093023256,0.32558139534883723,0.018604651162790697,1,192,1.1197916666666667,95.33335,99.30557291666666,101.69461805555555,14,1.0,1.0,100.0,100.0,27,1.2272727272727273,1.2272727272727273,97.27272727272728,97.27272727272728,8,0.5714285714285714,1.3333333333333333,40.47642857142858,94.445,38,1.2666666666666666,1.2666666666666666,98.66666666666669,98.66666666666669,35,1.0606060606060606,1.0606060606060606,100.0,100.0,20,1.1111111111111112,1.1111111111111112,100.0,100.0,32,1.0666666666666669,1.0666666666666669,100.0,100.0,57,1.0555555555555556,1.0555555555555556,100.0,100.0,1.0,1.0,0.42857142857142855,1.0,1.0,1.0,1.0,1.0,81.38074766556157,84.74408046037888,85.39539293266749,39.95322579089933,92.00349710204937,85.54940202258615,92.1515128031624,86.70577003044932,84.54310018229963
141,440,2,0,0,0,0,0,0,4,16,27,53,22,5,7,19,20,11,14,21,29,72,77,32,9,0.004545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.00909090909090909,0.03636363636363636,0.06136363636363636,0.12045454545454545,0.05,0.011363636363636364,0.01590909090909091,0.04318181818181818,0.045454545454545456,0.025,0.031818181818181815,0.04772727272727273,0.0659090909090909,0.16363636363636366,0.175,0.07272727272727272,0.020454545454545454,0.2772727272727273,0.17272727272727273,0.5454545454545455,0.004545454545454545,2,200,2.2,100.0,100.0,1611.0520833333328,20,1.4285714285714286,1.4285714285714286,100.0,100.0,41,1.7826086956521738,1.7826086956521738,100.0,100.0,16,1.0666666666666669,1.0666666666666669,100.0,100.0,52,1.6774193548387095,1.6774193548387095,100.0,100.0,113,3.2285714285714286,3.2285714285714286,100.0,100.0,39,1.95,1.95,100.0,100.0,65,2.1666666666666665,2.1666666666666665,100.0,100.0,124,2.339622641509434,2.339622641509434,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,88.99331444719022,84.45076708321007,86.1821101248865,96.52594505843837,92.27574598151243,84.99007890645674,94.06842279896709,86.22403108601468,87.2294145380359
142,719,68,12,0,0,0,0,0,0,8,39,33,44,45,39,56,52,85,42,32,75,11,5,30,43,0.09457579972183587,0.016689847009735744,0.0,0.0,0.0,0.0,0.0,0.0,0.011126564673157162,0.054242002781641166,0.0458970792767733,0.0611961057023644,0.06258692628650904,0.054242002781641166,0.07788595271210014,0.07232267037552156,0.11821974965229486,0.0584144645340751,0.04450625869262865,0.1043115438108484,0.0152990264255911,0.006954102920723227,0.04172461752433936,0.05980528511821975,0.17246175243393602,0.4436717663421419,0.2726008344923505,0.11126564673157163,1,199,3.613065326633166,100.0,100.0,737.4498324958121,108,4.5,4.5,100.0,100.0,149,4.966666666666667,4.966666666666667,100.0,100.0,97,6.466666666666668,6.466666666666668,100.0,100.0,198,5.6571428571428575,5.6571428571428575,100.0,100.0,54,1.542857142857143,1.542857142857143,100.0,100.0,109,6.0555555555555545,6.0555555555555545,100.0,100.0,41,1.4137931034482758,1.4137931034482758,100.0,100.0,170,3.4,3.4,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,86.04112675476752,82.49521743635493,82.65869217177855,94.38012146099034,91.77747952770618,80.83709262611892,90.65281202336563,82.12812300167268,83.39947579015286
143,244,31,16,1,0,0,0,0,1,2,12,15,9,1,2,11,26,24,11,6,15,18,13,19,11,0.12704918032786885,0.06557377049180327,0.004098360655737704,0.0,0.0,0.0,0.0,0.004098360655737704,0.008196721311475409,0.049180327868852465,0.06147540983606557,0.036885245901639344,0.004098360655737704,0.008196721311475409,0.04508196721311476,0.10655737704918032,0.09836065573770493,0.04508196721311476,0.024590163934426233,0.06147540983606557,0.07377049180327869,0.05327868852459016,0.0778688524590164,0.04508196721311476,0.1598360655737705,0.3073770491803278,0.33606557377049184,0.19672131147540986,2,200,1.22,100.0,100.0,1445.4166666666665,12,1.0,1.0,100.0,100.0,45,1.5,1.5,100.0,100.0,19,1.3571428571428572,1.3571428571428572,100.0,100.0,33,1.137931034482759,1.137931034482759,100.0,100.0,44,1.2571428571428571,1.2571428571428571,100.0,100.0,23,1.2777777777777777,1.2777777777777777,100.0,100.0,34,1.0625,1.0625,100.0,100.0,62,1.169811320754717,1.169811320754717,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85.04441463837065,82.29140373778381,84.06141512696037,90.12470438754734,88.71363112913455,81.77525876015213,84.49560571925068,84.33104557415895,84.56225267197748
144,476,0,0,0,0,0,0,0,0,0,0,0,6,5,32,51,35,57,43,55,42,33,63,29,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012605042016806723,0.01050420168067227,0.06722689075630252,0.10714285714285714,0.07352941176470587,0.11974789915966387,0.09033613445378152,0.11554621848739495,0.08823529411764706,0.06932773109243698,0.1323529411764706,0.060924369747899165,0.05252100840336135,0.012605042016806723,0.4684873949579833,0.5189075630252101,0.0,2,184,2.5869565217391304,91.0,98.91304347826087,176.3373188405798,32,2.2857142857142856,2.2857142857142856,100.0,100.0,52,2.363636363636364,2.363636363636364,100.0,100.0,2,0.14285714285714285,2.0,7.142857142857142,100.0,91,3.033333333333333,3.5,80.0,92.30769230769229,84,2.5454545454545454,2.5454545454545454,100.0,100.0,68,3.7777777777777777,3.7777777777777777,100.0,100.0,76,2.533333333333333,2.533333333333333,100.0,100.0,102,1.8888888888888888,1.8888888888888888,100.0,100.0,1.0,1.0,0.07142857142857142,0.8666666666666667,1.0,1.0,1.0,1.0,75.4564749499054,84.74408046037888,85.88858958115078,6.086076061851209,77.98326845736482,85.54940202258615,92.1515128031624,86.70577003044932,84.54310018229963
145,194,0,0,0,0,0,0,0,0,0,1,2,5,5,11,9,8,14,23,8,42,36,6,20,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005154639175257732,0.010309278350515464,0.02577319587628866,0.02577319587628866,0.05670103092783505,0.04639175257731959,0.041237113402061855,0.07216494845360824,0.11855670103092784,0.041237113402061855,0.21649484536082475,0.1855670103092784,0.030927835051546393,0.10309278350515463,0.020618556701030927,0.041237113402061855,0.3608247422680412,0.5979381443298969,0.0,2,189,1.0264550264550265,94.5,100.0,1.0907407407407408,14,1.0,1.0,100.0,100.0,23,1.0454545454545454,1.0454545454545454,100.0,100.0,9,0.6428571428571429,1.0,64.28571428571429,100.0,30,1.0,1.0344827586206895,96.66666666666669,100.0,31,0.9393939393939394,1.0333333333333334,90.9090909090909,100.0,19,1.0555555555555556,1.0555555555555556,100.0,100.0,29,0.9666666666666668,1.0,96.66666666666669,100.0,56,1.037037037037037,1.0566037735849056,98.14814814814815,100.0,1.0,1.0,0.6428571428571429,0.9666666666666668,0.9090909090909092,1.0,0.9666666666666668,0.9814814814814816,82.21091517231858,84.74408046037888,85.88858958115078,61.95071640753446,89.25782290460873,77.39986462332283,92.1515128031624,83.639897351495,82.6548372468956
146,415,5,0,0,0,0,0,0,0,0,16,11,9,12,6,8,5,22,29,22,23,81,74,53,39,0.012048192771084338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03855421686746988,0.02650602409638554,0.02168674698795181,0.028915662650602414,0.014457831325301203,0.01927710843373494,0.012048192771084338,0.05301204819277108,0.06987951807228916,0.05301204819277108,0.05542168674698795,0.19518072289156627,0.1783132530120482,0.12771084337349398,0.09397590361445783,0.08674698795180724,0.19759036144578312,0.7036144578313253,0.012048192771084338,2,199,2.085427135678392,100.0,100.0,789.6625628140698,40,1.6666666666666667,1.6666666666666667,100.0,100.0,52,1.7333333333333334,1.7333333333333334,100.0,100.0,49,3.2666666666666666,3.2666666666666666,100.0,100.0,93,2.657142857142857,2.657142857142857,100.0,100.0,59,1.6857142857142855,1.6857142857142855,100.0,100.0,62,3.4444444444444446,3.4444444444444446,100.0,100.0,49,1.6896551724137931,1.6896551724137931,100.0,100.0,80,1.6,1.6,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,86.04112675476752,82.49521743635493,82.65869217177855,94.38012146099034,91.77747952770618,80.83709262611892,90.65281202336563,82.12812300167268,83.39947579015286
147,214,20,4,0,0,0,0,0,0,0,4,6,12,21,9,10,15,16,16,14,3,13,15,21,15,0.09345794392523364,0.018691588785046728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018691588785046728,0.02803738317757009,0.05607476635514018,0.09813084112149532,0.04205607476635514,0.04672897196261682,0.07009345794392523,0.07476635514018691,0.07476635514018691,0.06542056074766353,0.014018691588785048,0.060747663551401876,0.07009345794392523,0.09813084112149532,0.07009345794392523,0.10280373831775699,0.4065420560747664,0.37850467289719625,0.11214953271028036,1,200,1.07,100.0,100.0,244.1445,16,1.1428571428571428,1.1428571428571428,100.0,100.0,26,1.1304347826086956,1.1304347826086956,100.0,100.0,15,1.0,1.0,100.0,100.0,31,1.0,1.0,100.0,100.0,39,1.1142857142857143,1.1142857142857143,100.0,100.0,22,1.1,1.1,100.0,100.0,33,1.1,1.1,100.0,100.0,57,1.0754716981132075,1.0754716981132075,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,88.99331444719022,84.45076708321007,86.1821101248865,96.52594505843837,92.27574598151243,84.99007890645674,94.06842279896709,86.22403108601468,87.2294145380359
148,232,6,1,0,0,0,0,0,0,0,6,20,37,13,4,2,7,3,10,9,3,16,45,29,21,0.02586206896551724,0.004310344827586207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02586206896551724,0.08620689655172414,0.15948275862068967,0.05603448275862069,0.017241379310344827,0.008620689655172414,0.03017241379310345,0.01293103448275862,0.04310344827586207,0.03879310344827586,0.01293103448275862,0.06896551724137931,0.1939655172413793,0.125,0.09051724137931036,0.27155172413793105,0.1681034482758621,0.5301724137931034,0.03017241379310345,2,199,1.1658291457286432,100.0,100.0,27.95577889447237,26,1.0833333333333333,1.0833333333333333,100.0,100.0,37,1.2333333333333334,1.2333333333333334,100.0,100.0,22,1.4666666666666666,1.4666666666666666,100.0,100.0,45,1.2857142857142858,1.2857142857142858,100.0,100.0,40,1.1428571428571428,1.1428571428571428,100.0,100.0,23,1.2777777777777777,1.2777777777777777,100.0,100.0,29,1.0,1.0,100.0,100.0,55,1.1,1.1,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,86.04112675476752,82.49521743635493,82.65869217177855,94.38012146099034,91.77747952770618,80.83709262611892,90.65281202336563,82.12812300167268,83.39947579015286
149,287,0,0,0,0,0,0,0,0,0,5,11,15,39,30,11,11,45,46,10,26,31,6,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017421602787456445,0.03832752613240418,0.05226480836236934,0.13588850174216027,0.10452961672473868,0.03832752613240418,0.03832752613240418,0.156794425087108,0.1602787456445993,0.03484320557491289,0.09059233449477352,0.10801393728222997,0.020905923344947737,0.003484320557491289,0.0,0.10801393728222997,0.6341463414634146,0.25783972125435545,0.0,1,200,1.435,100.0,100.0,793.7599166666665,19,1.3571428571428572,1.3571428571428572,100.0,100.0,46,2.0,2.0,100.0,100.0,20,1.3333333333333333,1.3333333333333333,100.0,100.0,53,1.7096774193548387,1.7096774193548387,100.0,100.0,55,1.5714285714285714,1.5714285714285714,100.0,100.0,24,1.2,1.2,100.0,100.0,33,1.1,1.1,100.0,100.0,71,1.339622641509434,1.339622641509434,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,88.99331444719022,84.45076708321007,86.1821101248865,96.52594505843837,92.27574598151243,84.99007890645674,94.06842279896709,86.22403108601468,87.2294145380359
150,51,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,3,5,5,2,2,5,4,12,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.05882352941176471,0.09803921568627452,0.09803921568627452,0.0392156862745098,0.0392156862745098,0.09803921568627452,0.0784313725490196,0.2352941176470588,0.0392156862745098,0.09803921568627452,0.3725490196078431,0.5294117647058824,0.0,2,40,1.275,20.100502512562816,100.0,35.74208333333333,0,0.0,-0.0,0.0,-0.0,15,0.5,1.1538461538461535,43.33333333333334,100.0,0,0.0,-0.0,0.0,-0.0,0,0.0,-0.0,0.0,-0.0,0,0.0,-0.0,0.0,-0.0,0,0.0,-0.0,0.0,-0.0,36,1.2413793103448276,1.3333333333333333,93.10344827586206,100.0,0,0.0,-0.0,0.0,-0.0,0.0,0.43333333333333335,0.0,0.0,0.0,0.0,0.9310344827586208,0.0,13.92120203891595,0.0,34.74382806923096,0.0,0.0,0.0,0.0,76.62578824209665,0.0
151,383,0,0,0,0,0,0,0,0,5,47,43,37,34,33,53,10,13,15,12,15,19,23,12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013054830287206266,0.1227154046997389,0.1122715404699739,0.09660574412532637,0.08877284595300261,0.08616187989556136,0.13838120104438642,0.02610966057441253,0.033942558746736295,0.0391644908616188,0.031331592689295036,0.0391644908616188,0.04960835509138381,0.06005221932114883,0.031331592689295036,0.031331592689295036,0.34464751958224543,0.4125326370757181,0.2428198433420365,0.0,1,200,1.915,100.0,100.0,869.3097499999999,32,2.2857142857142856,2.2857142857142856,100.0,100.0,52,2.363636363636364,2.363636363636364,100.0,100.0,25,1.7857142857142858,1.7857142857142858,100.0,100.0,70,2.333333333333333,2.333333333333333,100.0,100.0,67,2.0303030303030303,2.0303030303030303,100.0,100.0,24,1.3333333333333333,1.3333333333333333,100.0,100.0,73,2.433333333333333,2.433333333333333,100.0,100.0,67,1.2407407407407407,1.2407407407407407,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,88.95325613210024,84.74408046037888,85.88858958115078,99.55702731245376,92.4865666643209,85.54940202258615,92.1515128031624,86.70577003044932,84.54310018229963
152,1111,34,48,0,0,0,0,0,0,0,18,22,56,15,30,106,110,155,87,38,119,65,87,68,53,0.0306030603060306,0.0432043204320432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016201620162016202,0.0198019801980198,0.0504050405040504,0.0135013501350135,0.027002700270027,0.0954095409540954,0.099009900990099,0.1395139513951395,0.0783078307830783,0.034203420342034205,0.10711071107110713,0.058505850585058514,0.0783078307830783,0.0612061206120612,0.047704770477047714,0.08640864086408641,0.4527452745274527,0.387038703870387,0.0738073807380738,1,200,5.555,100.0,100.0,1539.5865833333332,48,4.0,4.0,100.0,100.0,136,4.533333333333333,4.533333333333333,100.0,100.0,127,9.071428571428571,9.071428571428571,100.0,100.0,254,8.758620689655173,8.758620689655173,100.0,100.0,163,4.6571428571428575,4.6571428571428575,100.0,100.0,121,6.722222222222222,6.722222222222222,100.0,100.0,99,3.09375,3.09375,100.0,100.0,279,5.264150943396227,5.264150943396227,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85.04441463837065,82.29140373778381,84.06141512696037,90.12470438754734,88.71363112913455,81.77525876015213,84.49560571925068,84.33104557415895,84.56225267197748
153,241,0,0,0,0,0,0,0,0,0,36,62,17,16,17,48,27,7,5,5,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14937759336099585,0.2572614107883817,0.07053941908713693,0.06639004149377592,0.07053941908713693,0.1991701244813278,0.11203319502074688,0.02904564315352697,0.020746887966804982,0.020746887966804982,0.004149377593360996,0.0,0.0,0.0,0.0,0.4771784232365145,0.4979253112033195,0.024896265560165973,0.0,1,199,1.2110552763819096,98.4,98.89447236180905,1204.2993299832494,16,1.1428571428571428,1.1428571428571428,100.0,100.0,24,1.0909090909090908,1.0909090909090908,100.0,100.0,17,1.2142857142857142,1.3076923076923077,92.85714285714286,100.0,37,1.2333333333333334,1.2333333333333334,96.0,96.0,41,1.2424242424242424,1.2424242424242424,100.0,100.0,25,1.3888888888888888,1.3888888888888888,100.0,100.0,37,1.2333333333333334,1.2333333333333334,100.0,100.0,64,1.1851851851851851,1.1851851851851851,98.14814814814815,98.14814814814815,1.0,1.0,0.9285714285714286,1.0,1.0,1.0,1.0,1.0,87.79831232564295,84.74408046037888,85.88858958115078,92.24643107256954,91.24951386842382,85.54940202258615,92.1515128031624,86.70577003044932,83.85119876642268
154,103,0,0,0,0,0,0,0,0,0,2,8,9,0,2,14,13,13,5,2,12,1,4,13,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019417475728155338,0.07766990291262135,0.08737864077669902,0.0,0.019417475728155338,0.13592233009708735,0.1262135922330097,0.1262135922330097,0.04854368932038835,0.019417475728155338,0.11650485436893206,0.009708737864077669,0.03883495145631068,0.1262135922330097,0.04854368932038835,0.1844660194174757,0.4563106796116505,0.3592233009708737,0.0,1,100,1.03,49.275,98.55,0.04233333333333333,13,0.8125,1.0,81.25,100.0,17,0.7727272727272727,1.0,77.27272727272727,100.0,1,0.047619047619047616,1.0,4.761904761904762,100.0,0,0.0,-0.0,0.0,-0.0,31,0.8857142857142857,1.0,88.0,99.35483870967742,14,0.7368421052631579,1.0,73.6842105263158,100.0,24,0.7272727272727273,1.0909090909090908,66.66666666666667,100.0,13,0.2708333333333333,1.0833333333333333,21.97916666666667,87.91666666666669,0.8125,0.7727272727272727,0.047619047619047616,0.0,0.8857142857142857,0.7368421052631579,0.6666666666666666,0.25,43.455728431120846,67.20335238484174,62.28900110786784,3.904332047060018,0.0,70.05750298167195,70.3943023263435,53.562711534569864,20.23462506661183
